image_name,comment_number,comment
104763189.jpg,1,أربعة أطفال يبتسمون وهم يقفون مع دراجة كبيرة جدا بالنسبة لهم
1047921035.jpg,0,يقف رجل يرتدي منديل و قميص متسخ و امرأة ترتدي قميص يحتوي على رسومات بجوار حفرة مستطيلة يتصاعد منها الدخان
1047921035.jpg,1,شخصان رجل و امرأة في الغابة يضعان شيئا ما في حوض الاستحمام
104816788.jpg,0,طفل صغير يرتدي سروال بنفسجي
104816788.jpg,1,طفل نائم بين ذراعي شخص يرتدي زي مخطط باللون الوردي
104824673.jpg,0,مواطن أفريقي يحدق في الكاميرا و هو يرتدي قبعة مكونة من كيزان الذرة وقلائد مصنوعة من الأصداف و الخرز
104824673.jpg,1,امرأة ترتدي الكثير من المجوهرات و هناك ذرة على رأسها
104835889.jpg,0,رجل يرتدي ملابس سوداء يؤدي الكاراتيه في حقل أخضر
104835889.jpg,1,رجل يرتدي بدلة فنون قتالية سوداء يستل سيف على حصيرة تدريب في أحد الحقول
1048710776.jpg,0,عدة أشخاص يجلسون على حافة تطل على الشاطئ
1048710776.jpg,1,مجموعة من المراهقين يجلسون على سور بجانب الشاطئ
1049955899.jpg,0,امرأتان و ثلاثة رجال يتنزهون على طول مجرى صخري 
1049955899.jpg,1,يسير خمسة متنزهين أحدهم يواجه الكاميرا و الآخرون بعيدين عنها عبر مجرى نهر صخري
105077209.jpg,0,حارس أمن في متحف فني
105077209.jpg,1,حارس أمن يقف بجانب تمثال معدني مضاء
1051205546.jpg,0,امرأتان ترتديان ملابس ملونة تنظفان الطريق
1051205546.jpg,1,امرأتان واحدة ترتدي ملابس خضراء و الآخرى ترتدي ملابس أرجوانية تغسلان الرصيف
1051290485.jpg,0,فتاتان تنحنيان أمام بعض الشجيرات و تتحدثان على هواتفهما
1051290485.jpg,1,فتاة صغيرة تنظر إلى بعض النباتات بينما الأخرى تتحدث على الهاتف في الخلف
1051953669.jpg,0,طفلة ترتدي فستان تجري في الفناء و في يدها كرة قدم برتقالية صغيرة
1051953669.jpg,1,فتاة صغيرة تقف في الفناء الخلفي و هي تحمل لعبة و تنظر إلى الكاميرا
105223874.jpg,0,طفل صغير يرتدي قميص أزرق و صندل يلعب بلعبة حمراء أثناء جلوسه على الأرض
105223874.jpg,1,طفل ذو شعر أسود يرتدي زي أزرق يلعب بلعبة في الخارج على أرضية من البلاط
1052358063.jpg,0,صبي صغير يتزلج على لوح التزلج يقوم بحركة بهلوانية على اللوحه بينما يراقبه متزلج شاب آخر
1052358063.jpg,1,صبي يقفز على لوح التزلج الخاص به بينما يراقبه صبي آخر يحمل لوح تزلج
1053116826.jpg,0,طفلان صغيران ولد و فتاة يضحكان و هما جالسان على العشب
1053116826.jpg,1,طفل صغير و فتاة يجلسان على العشب يستمتعان
1053243591.jpg,0,امرأة شابة تحمل زجاجة في أحدى يديها بينما تمد يدها الأخرى من على مقعد لمصافحة الرجل
1053243591.jpg,1,رجل يصافح يد امرأة ترتدي قميص برتقالي جالسة على مقعد
105335409.jpg,0,رجل يتحدث على ميكروفون و أمامه حشد من الناس
105335409.jpg,1,سائق يتواصل عبر جهاز الاتصال اللاسلكي الخاص به
105342180.jpg,0,امرأة تجدف بقارب في النهر 
105342180.jpg,1,امرأة تحمل مجداف تجلس في قارب في الماء
1053804096.jpg,0,فتاة مع ضفائر تلعب في المحيط بجوار الشاطئ
1053804096.jpg,1,فتاة ذات ضفائر تلعب في الماء
1054620089.jpg,0,تقوم امرأة ترتدي بنطلون جينز و معطف أحمر مع حقيبة يد متعددة الألوان بفرد ذراعيها أثناء قفزها في شارع مرصوف بالحصى
1054620089.jpg,1,فتاة ذات رداء أحمر تقفز من الفرح
105493603.jpg,0,شخصان مبتسمان يجلسان بجانب بعضهما البعض على طاولة عليها طعام
105493603.jpg,1,زوجان يرتديان كنزة بيضاء يجلسان على طاولة المطعم
105493628.jpg,0,نبيذ أبيض ومقبلات معروضة في مطعم راقي
105493628.jpg,1,غرفة مضاءة بشكل جيد بها طاولة عليها ثلاثة أكواب و صحنين
1055623002.jpg,0,مجموعة من أربعة أطفال يرتدون البيجامات يتشاجرون بالوسائد
1055623002.jpg,1,مجموعة من الأطفال يتشاجرون بالوسائد
1055753357.jpg,0,عاملان بناء يجلسان على جانب أحد المباني
1055753357.jpg,1,اثنان من عمال البناء يجلسون على عارضة يأخذان استراحة
1056198351.jpg,0,طفل صغير مبتسم يمسك بخلاط يدوي داخل وعاء
1056198351.jpg,1,صبي صغير ذو شعر أشقر يلعب بالخلاط
1056249424.jpg,0,ولدان أحدهما لديه كرة لونها أصفر و برتقالي يلعبان داخل الماء أمام أحد الحقول
1056249424.jpg,1,طفلان يلعبان بالبالون في الوحل في يوم مشمس
1056338697.jpg,0,امرأة ذات شعر أشقر ترتدي قميص أزرق اللون تلوح بيدها بجانب الشارع
1056338697.jpg,1,امرأة شقراء في الشارع تريد أن تستقل سيارة أجرة
1056359656.jpg,0,فتاة صغيرة تجلس على مقعد و تنظر إلى كتيب في القطار
1056359656.jpg,1,فتاة صغيرة على متن قطار تقرأ كتاب يتحدث عن ركوب القطار
1056415186.jpg,0,فتاتان آسيويتان تضحكان بينما الفتاة التي على اليمين تمسك بآلة موسيقية
1056415186.jpg,1,امرأتان تجلسان و تتحدثان و تضحكان معا
105685221.jpg,0,مجموعة من العدائين يركضون على الرصيف
105685221.jpg,1,سبعة أشخاص يجرون أحدهم رجل يرتدي قميص أزرق و سروال أحمر
1056873310.jpg,0,يركض كلبان نحو بعضهما البعض في منطقة صخرية و هناك ماء في الخلفية
1056873310.jpg,1,يركض كلب لونه بني خلف كلب أسود على شاطئ صخري
1057089366.jpg,0,طفل يقفز من على لوح الغطس إلى حمام السباحة بالأسفل
1057089366.jpg,1,طفل صغير يقفز من أعلى لوح الغطس إلى المسبح
1057210460.jpg,0,رجل يقف بجانب النافذة و يقوم بخلع قميصه
1057210460.jpg,1,رجل يرتدي قميصه بالقرب من مصعد
1057251835.jpg,0,كلب أبيض يركض على شاطئ صخري
1057251835.jpg,1,كلب ذو لون بني فاتح يركض على طول الشاطئ
105806535.jpg,0,رجل يحمل كرة صفراء في حوض خشبي
105806535.jpg,1,رجل يستلقي داخل حوض خشبي مليء بالماء و هو يتناول الفاكهة
1059514525.jpg,0,رجل ينام على مقعد بالقرب من محطة للحافلات
1059514525.jpg,1,رجل مع بطانية منقوشة ينام على مقعد في أحد شوارع المدينة
10602072.jpg,0,فتاة صغيرة تشاهد فتاة آخرى أصغر منها في العمر تتسلق شجرة
10602072.jpg,1,فتاة صغيرة ترتدي قميص أحمر و بنطلون جينز تتسلق شجرة صغيرة بينما تنظر إليها فتاة صغيرة أخرى
106027774.jpg,0,صبي نائم على متن سيارة
106027774.jpg,1,شاب نائم أثناء ركوب سيارة و هو يضع حزام الأمان
106027978.jpg,0,امرأة ترتدي قميص وردي تنام في سيارة و عليها بطانية زرقاء و بيضاء
106027978.jpg,1,امرأة ترتدي قميص وردي مغطاه ببطانية زرقاء و نائمة في سيارة
106039369.jpg,0,يقوم رجل يرتدي قميص أبيض بقلب فطيرة و ذلك من خلال قذفها في الهواء
106039369.jpg,1,رجل يقلب أومليت أو فطيرة في الهواء أثناء وجوده في مطبخه
1060605297.jpg,0,رجال الإطفاء يتحدثون مع رجل في موقع الطوارئ
1060605297.jpg,1,رجال الاطفاء يستجيبون لاحدى الوقائع
1061467336.jpg,0,عدد قليل من رجال الإطفاء يرتدون سترات سوداء و صفراء و وردية يقفون بجوار عربة إطفاء
1061467336.jpg,1,عدد من رجال الإطفاء يقفون خارج مبنى بالقرب من سيارات الإطفاء
1061887159.jpg,0,رجل راكع على ركبتيه مع طفل على الشاطئ حيث يوجد في الخلفية قوارب زرقاء و حمراء ساطعة
1061887159.jpg,1,شاطئ به قوارب زرقاء و حمراء مع وجود أشخاص على الشاطئ
106300392.jpg,0,رجل يرتدي قبعة برتقالية صلبة و سترة ينظر إلى شيء في يده بينما يقف رجل بجانبه على سلم للوصول إلى السقف
106300392.jpg,1,هناك عاملان أحدهما على سلم مقابل جدار أزرق به شريط ملون بالأصفر و الأسود
106356264.jpg,0,سيدة تعمل في كشك لبيع الجرائد
106356264.jpg,1,بائعة مجلات تجلس خلف مجموعة مختلفة وملونة من المجلات
10637120.jpg,0,رجل يرتدي قبعة صلبة ينظر إلى بعض الآلات
10637120.jpg,1,عامل يرتدي قبعة صلبة يراقب آلة كبيرة تحفر خندق في التراب الجاف
106372282.jpg,0,رجل يجلس و هو يضع رأسه بين قبضتيه بجانب رجل عينيه مغمضتين و هناك عجينه على طاولة أمامهما
106372282.jpg,1,رجلان يسترخيان في أحد المخابز
1063866640.jpg,0,أربعة رجال جالسون بالقرب من شجرة يتحدثون بينما يقف رجل خامس ينظر إلى البحر و هناك رجل آخر يجدف بقارب
1063866640.jpg,1,يجلس العديد من الرجال على ضفاف نهر يتحدثون مع بعضهم البعض بينما ينجرف قارب بجانبهم
106490881.jpg,0,صبي صغير يرتدي سروال سباحة يمشي و ذراعيه ممدودتان على الشاطئ
106490881.jpg,1,صبي يرتدي سروال قصير للسباحة على الشاطئ 
106514190.jpg,0,متزلج يطل على المناظر الطبيعية الجميلة المغطاة بالثلوج البيضاء
